Image,Object type,Museum number,Description,Authority,Culture,Production date,Find spot,Materials,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Subjects,Assoc name,Acq name (acq),Acq name (excavator),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_20/69582ff2_d564_4b00_99e9_a3b901578d06/00226766_001.jpg,arrow-head (object name),No: Optional[EA35544],"Arrowhead of oval section, broken off at the base. The edges have been carved to produce a raised rib along the opposite sides of the arrowhead.; ",,1st Dynasty,,Excavated/Findspot: Tomb of Djer,bone,,4.45 centimetres;  0.48 centimetres;  0.70 centimetres; ,,"Compare W. M. F. Petrie,  'Royal Tombs of the Earliest Dynasties' II, pl. XXXIV, 47; W. M. F. Petrie, 'Abydos' I (London, 1902), pl. LI, 16.
For similar objects, see W. M. F. Petrie,  'Royal Tombs of the Earliest Dynasties' II, pls.VIIA, 7; XXXII, 37: XXXVII, 15-17; XXXVIII. 5-7; XL, 12-13; XLI, 38-41; XLII, 67; XLIII, 5-8; xlw, 4-6; W. M. F. Petrie, 'Tombs of the courtiers and Oxyrhynkos' (London, 1925), pl. II, 7; W. M. F. Petrie, 'Tarkhan I and Memphis V' (London, 1913), pl.IX, 14-18; T. E. Peet in E. Naville (ed.), ‘The cemeteries of Abydos’ II (London, 1913), 33-4 and pl.X, 3; . J. E. Quibell, ‘Archaic Objects’ (Cairo, 1905), pl.XI, 6; W. B. Emery, ‘Excavations at Saqqara : the tomb of Hemaka' (Cairo, 1938), 46, type 5 and pl.21; W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' I' (Cairo, 1949), 103, cat. no. 54; W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' II' (London, 1954), 63-4 and pl.XXVII, 69-71; E. Amélineau, ‘Les Nouvelles Fouilles d’Abydos’ I, (1895-6), pl.XLI; ibid., vol. III (1897-8), pl.III; A. Scharff, ‘Die Altertümer der Vor – und Frühzeit Ägyptens’ I (Berlin, 1929-31), nos. 199-209 and pl.9; W. Wolf, 'Die bewaffnung des altägyptischen Heeres' (Leipzig, 1926) , 17-18 and pl.9, (9-13).

Bibliography:
W. M. F. Petrie,  'Royal Tombs of the Earliest Dynasties' II, 35, pl.XXXIV, 27-49 (examples).",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1901,,,Egypt and Sudan,EA35544,"1901,1012.44",
https://media.britishmuseum.org/media/Repository/Documents/2014_11/5_15/fb32165c_e748_462a_beda_a3da01039300/preview_01211744_001.jpg,axe (object name),No: Optional[EA67583],"Heavy square axe-blade: with a convex cutting edge and slightly concave butt. The sides are nearly straight, being only slightly curved outwards, and the corners of the edge are rounded. The edge has been worked from both faces of the blade, and is rather chipped, possibly as a result of use. One corner of the butt has been bent and gashed. The surface of the metal is well preserved, only one side of the blade being pitted by corrosion.; ",,1st Dynasty,,Excavated/Findspot: Temple of Osiris-Khentimentu (Abydos),copper,bent,13.80 centimetres at butt ;  936.00 grammes;  0.90 centimetres;  13.60 centimetres; ,,"This axe is known to have come from Petrie's excavations in the early Osiris temple, but was for some reason omitted from his report.
For other examples of inscribed Early Dynastic axes, see W. M. F. Petrie, 'Tools and weapons : illustrated by the Egyptian collection in University College, London' (London, 1917), pl.III, 103-4.",Spencer 1980 / Early Dynastic Objects; Davies 1987 / Catalogue of Egyptian Antiquities in the British Museum,"On display (Room 64 - Early Egypt, Display Case 12)",,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1903,,,Egypt and Sudan,EA67583,"1903,0813.6",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/8547dc22_bd15_4b49_9fd5_a3b901624d23/preview_00229848_001.jpg,axe (object name),No: Optional[EA51185],"A heavy copper axe-blade: with straight sides and a slightly concave butt. The cutting edge has been hammered from both faces of the blade, although one side appears to have been worked to a greater extent than the other. Traces of basketwork adhere to the corroded surfaces.; ",,A-Group Culture; Predynastic; 1st Dynasty,,Excavated/Findspot: Faras (Nubia),arsenical copper,hammered,12.30 centimetres max ;  541.10 grammes;  1.20 centimetres;  5.00 centimetres butt ;  5.70 centimetres cutting edge ; ,,"This type of blade, much narrower than the usual rectangular axe of the First Dynasty, is also found in Egypt. See W. M. F. Petrie, 'Tarkhan I and Memphis V' (London, 1913), pls.V, 27; VI, 8; W. M. F. Petrie, 'Tools and weapons : illustrated by the Egyptian collection in University College, London' (London, 1917), pls.1, 6; 3, 101-2; A. Scharff, 'Die archaeologischen Ergebnisse des vorgeschichtlichen Gräberfeldes von Abusir el-Meleq' (Leipzig, 1928), 1, pl.28, 256. For similar axes from Nubia, see I. Hofmann, 'Die Kulturen des Niltals', 106, with references given there; also H. Åke-Nordstrom, ‘The Scandinavian Joint Expedition to Sudenese Nubia’: vols. 3:1, ‘Neolithic and A-group Sites’ (Stockholm, 1972), 124 and 3:2, pl.193, (1).",Spencer 1980 / Early Dynastic Objects; Davies 1987 / Catalogue of Egyptian Antiquities in the British Museum,"On display (Room 65 - Sudan, Egypt and Nubia, Dispaly Case 3)",,,Donated by: University of Oxford,Excavated by: University of Oxford,1912,,,Egypt and Sudan,EA51185,"1912,1109.36",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/dabfd440_8da7_4f55_9822_a3b901621477/preview_00229772_001.jpg,axe (object name),No: Optional[EA37276],"Rectangular, almost square, axe-head: with slightly convex sides, roughly made. The butt is uneven and one of the sides is longer than the other. The blade is thickly corroded, especially at the cutting edge, which appears originally to have been very slightly convex with rounded corners. The metal is considerably pitted,   particularly around the peripheries of the tool.; ",,1st Dynasty,,Excavated/Findspot: Temple of Osiris-Khentimentu (Abydos),copper,cast,10.30 centimetres;  526.20 grammes;  0.90 centimetres;  9.00 - 9.10 centimetres; ,,"Bibliography: 
W. M. F. Petrie, 'Abydos' I (London, 1902), 23 and pl.L, 53; 
E. Kühnert-Eggebrecht, Die Axt als Waffe und Werkzeug im Alten Ägypten' (Berlin, 1969), 98, B-I/6 and pl.V, 3. 
For parallels, see E. Kühnert-Eggebrecht, Die Axt als Waffe und Werkzeug im Alten Ägypten' (Berlin, 1969), 98 and references.",Davies 1987 / Catalogue of Egyptian Antiquities in the British Museum; Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1902,,,Egypt and Sudan,EA37276,"1902,1011.13",
,human remains (object name); bandage (object name),No: Optional[EA57353],"Body of a male lying in a flexed position. 
Skull - Detached at the level of the disc-space between cervical vertebra 6 and cervical vertebra 7. No obvious fractures. All teeth present. Mouth closed. Some tufts of hair remain on the scalp, and some linen bandages are on the face and body surface. 
Thorax and Abdomen - Grit and sand in both cavities. Many of the ribs are fractured. No abnormal changes in the intervertebral discs but there are gross osteo-arthritic changes with lipping involving the lumbo-dorsal spine. 
Long Bones - The left arm and hand are attached to the body, but there is a spiral fracture of the shaft of the left humerus. The remainder of the limbs are dislocated and the bones severely fractured. The legs appear to be encrusted with a mixture of mud of gravel. There is a small exostosis arising from the medial aspect of the upper end of the left tibia. No lines of arrested growth are visible.; ",,1st Dynasty; Late Predynastic,,Found/Acquired: Gebelein,human tissue; linen,,,,"Bibliography:
R. de Rustafjaell, 'The light of Egypt : from recently discovered predynastic and early Christian records' (London, 1909), p. 27, pl. XII.","Dawson & Gray 1968 / Catalogue of Egyptian Antqiuities in the British Museum: Mummies and Human Remains; Fletcher, Antoine and Hill 2014 / Regarding the Dead: Human Remains in the British Museum",Not on display,,,Donated by: Edward Louis Gruning;  Purchased through: Sotheby's,,1923,Lot 566 at sale (22/1/1913).,,Egypt and Sudan,EA57353,"1923,1210.1",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_19/f5f03b7a_8c2a_42f4_bdb6_a3b90148d9c0/preview_00222417_001.jpg,bangle (object name),No: Optional[EA67625],Chert bangle: with rounded profile and slightly convex inner face. There are no breaks in the circumference.; ,,1st Dynasty,,Excavated/Findspot: Hiw,chert,,6.84 centimetres;  0.40 centimetres;  0.60 centimetres; ,,"Bibliography:
W. M. F. Petrie, ‘Diospolis Parva: the Cemeteries of Abadiyeh and Hu. 1898-9’ (London, 1901), 36; pl. VII.",Andrews 1981 / Catalogue of Egyptian Antiquities. Jewellery I,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1899,,,Egypt and Sudan,EA67625,"1899,1009.5",
https://media.britishmuseum.org/media/Repository/Documents/2014_11/5_14/4fc0f255_d5ba_47a4_92f1_a3da00f08ec9/preview_01211639_001.jpg,bangle (object name),No: Optional[EA67631],A thin bracelet of brown chert: roughly rounded on the outer edge and flat on the inside.; ,,1st Dynasty,,Excavated/Findspot: Tarkhan,chert,,6.50 centimetres;  0.60 centimetres; ,,"Bibliography:
W. M. F. Petrie, 'Tarkhan I and Memphis V' (London, 1913), 11, 22 and pl. III, 3.
For parallels, see A. Scharff, ‘Die Altertümer der Vor – und Frühzeit Ägyptens’ II (Berlin, 1929-31), nos. 200-2 and pl. 29; W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, pls.XXXII, 42; XXXV, 57, 60-65; XXXVIII, 45; XLV, 14; W. M. F. Petrie, 'Abydos' I (London, 1902), 16; G. A. Reisner, 'The early dynastic cemeteries of Naga-ed-Dêr' I, (California, 1908), 118 and pl. 9d; W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 82-3 and pl. 100b.",Spencer 1980 / Early Dynastic Objects; Andrews 1981 / Catalogue of Egyptian Antiquities. Jewellery I,"On display (Room 64 - Early Egypt, Display Case 3)",,,"Donated by: British School of Archaeology, Egypt",,1912,,,Egypt and Sudan,EA67631,"1912,1019.9",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_19/35632773_2d58_4f98_a4e8_a3b9014950ab/preview_00222561_001.jpg,bead (object name),No: Optional[EA38037],"Conical bead: of glazed composition, decorated with incised spiral grooves. The glaze has decayed to a dull brown.; ",,1st Dynasty; 2nd Dynasty,,Excavated/Findspot: Temple of Osiris-Khentimentu (Abydos),glazed composition,glazed; incised,1.10 centimetres;  2.70 centimetres; ,,"Chamber M seems to have been used as a rubbish hole: the objects in it were generally damaged. The latest pottery and flints date to the reign of Peribsen and the jewellery is not likely to be much earlier.
Bibliography: 
W. M. F. Petrie, 'Abydos' II (London, 1902-4), 23, 26; with similar beads on pl. VIII, 164-7.
E. A. Wallis Budge 'A Guide to the Fourth, Fifth and Sixth Egyptian Rooms, and the Coptic Room' (London, 1922), 290, no. 227.
For similar Early Dynastic beads, see W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, pl. XLI, 79; W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), pl. 108, 1.",Andrews 1981 / Catalogue of Egyptian Antiquities. Jewellery I; Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1903,,,Egypt and Sudan,EA38037,"1903,1010.29",
,bead (object name),No: Optional[EA38026],"Cylinder bead: of green glazed composition, partly decayed in certain areas to white or brown. The bead has a fine bore.; ",,2nd Dynasty; 1st Dynasty,,Found/Acquired: Temple of Osiris-Khentimentu (Abydos),glazed composition,glazed; bored,0.30 centimetres;  1.60 centimetres; ,,"Chamber M seems to have been used as a rubbish hole: the objects in it were generally damaged. The latest pottery and flints date to the reign of Peribsen and the jewellery is not likely to be much earlier.
Bibliography: 
W. M. F. Petrie, 'Abydos' II (London, 1903), 23, 26. Similar beads are shown on pl.VIII, 153-4, 159;
E. A. Wallis Budge 'A Guide to the Fourth, Fifth and Sixth Egyptian Rooms, and the Coptic Room' (London, 1922), 290, no. 227.",Andrews 1981 / Catalogue of Egyptian Antiquities. Jewellery I; Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1903,,,Egypt and Sudan,EA38026,"1903,1010.18",
,bead (object name),No: Optional[EA38034],"Large bored cylinder bead: of green glazed composition, the glaze having mostly decayed to white.; ",,2nd Dynasty; 1st Dynasty,,Found/Acquired: Temple of Osiris-Khentimentu (Abydos),glazed composition,glazed; bored,0.90 centimetres;  3.70 centimetres; ,,"Chamber M seems to have been used as a rubbish hole: the objects in it were generally damaged. The latest pottery and flints date to the reign of Peribsen and the jewellery is not likely to be much earlier.
Bibliography: 
W. M. F. Petrie, 'Abydos' II (London, 1902-4), 23, 26, and pl. VIII, 155, 160 (probably);
E. A. Wallis Budge 'A Guide to the Fourth, Fifth and Sixth Egyptian Rooms, and the Coptic Room' (London, 1922), 290, no. 227.
For general references on Early Dynastic glazed beads, see  W. M. F. Petrie, 'Abydos' I (London, 1902), pl.LLI, W. M. F. Petrie, 'Gizeh and Rifeh' (Warminster, 1977), pl.III. upper right; W. M. F. Petrie, 'Tarkhan I and Memphis V' (London, 1913), pl.XIV; W. M. F. Petrie, 'Tarkhan' II (London, 1914), pl.XLIV; W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, pls.XXXVIII, 11, 13, 20-21, 25, 28-9, 33, 35; XLIV, 41-2; T. E. Peet, in E. Naville (ed.), 'Cemeteries of Abydos' II, 34 (S.609); G. A. Reisner, 'The early dynastic cemeteries of Naga-ed-Dêr' I, (California, 1908), 118, pis.8, no. 12; 41a, (1584 5b); 73c; A. C. Mace in G. A. Reisner (ed.), 'The early dynastic cemeteries of Naga-ed-Dêr' II, (California, 1908), pl.47b; J. E. Quibell, 'Excavations at Saqqara, 1912-1914: Archaic Mastabas’ (Cairo, 1923), pl.XI, 7; J. E. Quibell, ‘Archaic Objects’ (Cairo, 1905), nos. 14125, 14135. 14140 and pl.44; J. E. Quibell & F. W. Green, 'Hierakonpolis' II (London, 1989), pl.XXIII; G. Brunton, 'Qau and Badari' I (London, 1927), pl.XVII; G. Brunton, 'British Museum expedition to Middle Egypt, 1929-1931 Matmar' (London, 1948), pl.XXII, 35-6, 38-45, 48, 50, 52-3, 56, 63, 67; Z. Y. Saad, 'The excavations at Helwan art and civilization in the first and second Egyptian dynasties' (Norman, 1969), pls.77-82 (some possibly later than Early Dynastic); A. Scharff, ‘Die Altertümer der Vor – und Frühzeit Ägyptens’ II (Berlin, 1929-31), nos. 170-2, 174-6, 179-80, 182 and pl.28; W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 81 and pls.99, 108.",Andrews 1981 / Catalogue of Egyptian Antiquities. Jewellery I; Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1903,,,Egypt and Sudan,EA38034,"1903,1010.26",
,bead (object name),No: Optional[EA37283],"A large number of cylinder beads: of green and brown glazed composition, together with a single spherical bead of the same material, assembled on a modern thread.; ",,1st Dynasty,,Excavated/Findspot: Temple of Osiris-Khentimentu (Abydos),glazed composition,glazed,0.30 - 0.60 centimetres beads ;  0.90 - 3.10 centimetres beads ;  201.10 centimetres string ; ,,"The beads were found at Level 28, dated by Petrie to 'between Ka and Menes'. The true date is probably rather later than this, to judge from the glazed baboon figures found at the same level. Cf. 1929,1015.532: long cylindrical beads from Mostagedda with s lightly deeper coloured glaze, dated by the excavator to the Fifth Dynasty.
Bibliography:
W. M. F. Petrie, 'Abydos' I (London, 1902), 25 and pl. LIII, 10 (some);
The British Museum, 'A Guide to the Third and Fourth Egyptian Rooms' (London, 1904), 56, no. 214; 
E. A. Wallis Budge 'A Guide to the Fourth, Fifth and Sixth Egyptian Rooms, and the Coptic Room' (London, 1922), 290, no. 228.
For the occurrence of glazed composition beads in the Early Dynastic Period, see also W. M. F. Petrie, 'Abydos' I (London, 1902), pl.LLI, W. M. F. Petrie, 'Gizeh and Rifeh' (Warminster, 1977), pl.III. upper right; W. M. F. Petrie, 'Tarkhan I and Memphis V' (London, 1913), pl.XIV; W. M. F. Petrie, 'Tarkhan' II (London, 1914), pl.XLIV; W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, pls.XXXVIII, 11, 13, 20-21, 25, 28-9, 33, 35; XLIV, 41-2; T. E. Peet, in E. Naville (ed.), 'Cemeteries of Abydos' II, 34 (S.609); G. A. Reisner, 'The early dynastic cemeteries of Naga-ed-Dêr' I, (California, 1908), 118, pis.8, no. 12; 41a, (1584 5b); 73c; A. C. Mace in G. A. Reisner (ed.), 'The early dynastic cemeteries of Naga-ed-Dêr' II, (California, 1908), pl.47b; J. E. Quibell, 'Excavations at Saqqara, 1912-1914: Archaic Mastabas’ (Cairo, 1923), pl.XI, 7; J. E. Quibell, ‘Archaic Objects’ (Cairo, 1905), nos. 14125, 14135. 14140 and pl.44; J. E. Quibell & F. W. Green, 'Hierakonpolis' II (London, 1989), pl.XXIII; G. Brunton, 'Qau and Badari' I (London, 1927), pl.XVII; G. Brunton, 'British Museum expedition to Middle Egypt, 1929-1931 Matmar' (London, 1948), pl.XXII, 35-6, 38-45, 48, 50, 52-3, 56, 63, 67; Z. Y. Saad, 'The excavations at Helwan art and civilization in the first and second Egyptian dynasties' (Norman, 1969), pls.77-82 (some possibly later than Early Dynastic); A. Scharff, ‘Die Altertümer der Vor – und Frühzeit Ägyptens’ II (Berlin, 1929-31), nos. 170-2, 174-6, 179-80, 182 and pl.28; W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 81 and pls.99, 108.",Andrews 1981 / Catalogue of Egyptian Antiquities. Jewellery I; Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1902,,,Egypt and Sudan,EA37283,"1902,1011.20",
,bead (object name),No: Optional[EA38029],"Cylinder bead: of green glazed composition, partly decayed in certain areas to white or brown. The bead has a fine bore.; ",,2nd Dynasty; 1st Dynasty,,Found/Acquired: Temple of Osiris-Khentimentu (Abydos),glazed composition,glazed; bored,0.40 centimetres;  1.60 centimetres; ,,"Chamber M seems to have been used as a rubbish hole: the objects in it were generally damaged. The latest pottery and flints date to the reign of Peribsen and the jewellery is not likely to be much earlier.
Bibliography: 
W. M. F. Petrie, 'Abydos' II (London, 1903), 23, 26. Similar beads are shown on pl.VIII, 153-4, 159;
E. A. Wallis Budge 'A Guide to the Fourth, Fifth and Sixth Egyptian Rooms, and the Coptic Room' (London, 1922), 290, no. 227.",Andrews 1981 / Catalogue of Egyptian Antiquities. Jewellery I; Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1903,,,Egypt and Sudan,EA38029,"1903,1010.21",
,bead (object name),No: Optional[EA38032],"Cylinder bead: of green glazed composition, partly decayed in certain areas to white or brown. The bead has a fine bore.; ",,2nd Dynasty; 1st Dynasty,,Found/Acquired: Temple of Osiris-Khentimentu (Abydos),glazed composition,glazed; bored,0.40 centimetres;  2.10 centimetres; ,,"Chamber M seems to have been used as a rubbish hole: the objects in it were generally damaged. The latest pottery and flints date to the reign of Peribsen and the jewellery is not likely to be much earlier.
Bibliography: 
W. M. F. Petrie, 'Abydos' II (London, 1903), 23, 26. Similar beads are shown on pl.VIII, 153-4, 159;
E. A. Wallis Budge 'A Guide to the Fourth, Fifth and Sixth Egyptian Rooms, and the Coptic Room' (London, 1922), 290, no. 227.",Andrews 1981 / Catalogue of Egyptian Antiquities. Jewellery I; Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1903,,,Egypt and Sudan,EA38032,"1903,1010.24",
,bead (object name),No: Optional[EA38039],"Conical bead: of glazed composition, decorated with incised spiral grooves. The glaze has decayed to a dull brown. The bead is broken at its narrow end.; ",,2nd Dynasty; 1st Dynasty,,Found/Acquired: Temple of Osiris-Khentimentu (Abydos),glazed composition,glazed; incised,1.00 centimetres;  2.50 centimetres; ,,"Chamber M seems to have been used as a rubbish hole: the objects in it were generally damaged. The latest pottery and flints date to the reign of Peribsen and the jewellery is not likely to be much earlier.
Bibliography: 
W. M. F. Petrie, 'Abydos' II (London, 1902-4), 23, 26; with similar beads on pl. VIII, 164-7.
E. A. Wallis Budge 'A Guide to the Fourth, Fifth and Sixth Egyptian Rooms, and the Coptic Room' (London, 1922), 290, no. 227.
For similar Early Dynastic beads, see W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, pl. XLI, 79; W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), pl. 108, 1.",Andrews 1981 / Catalogue of Egyptian Antiquities. Jewellery I; Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1903,,,Egypt and Sudan,EA38039,"1903,1010.31",
,bead (object name),No: Optional[EA38028],"Cylinder bead: of green glazed composition, partly decayed in certain areas to white or brown. The bead has a fine bore.; ",,2nd Dynasty; 1st Dynasty,,Found/Acquired: Temple of Osiris-Khentimentu (Abydos),glazed composition,glazed; bored,0.50 centimetres;  1.70 centimetres; ,,"Chamber M seems to have been used as a rubbish hole: the objects in it were generally damaged. The latest pottery and flints date to the reign of Peribsen and the jewellery is not likely to be much earlier.
Bibliography: 
W. M. F. Petrie, 'Abydos' II (London, 1903), 23, 26. Similar beads are shown on pl.VIII, 153-4, 159;
E. A. Wallis Budge 'A Guide to the Fourth, Fifth and Sixth Egyptian Rooms, and the Coptic Room' (London, 1922), 290, no. 227.",Andrews 1981 / Catalogue of Egyptian Antiquities. Jewellery I; Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1903,,,Egypt and Sudan,EA38028,"1903,1010.20",
,bead (object name),No: Optional[EA38041],Cylinder bead: of glazed composition with fine bore. The glaze has decayed to a dull brown.; ,,2nd Dynasty; 1st Dynasty,,Found/Acquired: Temple of Osiris-Khentimentu (Abydos),glazed composition,glazed; bored,0.70 centimetres;  1.90 centimetres; ,,"Chamber M seems to have been used as a rubbish hole: the objects in it were generally damaged. The latest pottery and flints date to the reign of Peribsen and the jewellery is not likely to be much earlier.
Bibliography: 
W. M. F. Petrie, 'Abydos' II (London, 1902-4), 23, 26;
E. A. Wallis Budge 'A Guide to the Fourth, Fifth and Sixth Egyptian Rooms, and the Coptic Room' (London, 1922), 290, no. 227.
For general references on Early Dynastic glazed beads, see  W. M. F. Petrie, 'Abydos' I (London, 1902), pl.LLI, W. M. F. Petrie, 'Gizeh and Rifeh' (Warminster, 1977), pl.III. upper right; W. M. F. Petrie, 'Tarkhan I and Memphis V' (London, 1913), pl.XIV; W. M. F. Petrie, 'Tarkhan' II (London, 1914), pl.XLIV; W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, pls.XXXVIII, 11, 13, 20-21, 25, 28-9, 33, 35; XLIV, 41-2; T. E. Peet, in E. Naville (ed.), 'Cemeteries of Abydos' II, 34 (S.609); G. A. Reisner, 'The early dynastic cemeteries of Naga-ed-Dêr' I, (California, 1908), 118, pis.8, no. 12; 41a, (1584 5b); 73c; A. C. Mace in G. A. Reisner (ed.), 'The early dynastic cemeteries of Naga-ed-Dêr' II, (California, 1908), pl.47b; J. E. Quibell, 'Excavations at Saqqara, 1912-1914: Archaic Mastabas’ (Cairo, 1923), pl.XI, 7; J. E. Quibell, ‘Archaic Objects’ (Cairo, 1905), nos. 14125, 14135. 14140 and pl.44; J. E. Quibell & F. W. Green, 'Hierakonpolis' II (London, 1989), pl.XXIII; G. Brunton, 'Qau and Badari' I (London, 1927), pl.XVII; G. Brunton, 'British Museum expedition to Middle Egypt, 1929-1931 Matmar' (London, 1948), pl.XXII, 35-6, 38-45, 48, 50, 52-3, 56, 63, 67; Z. Y. Saad, 'The excavations at Helwan art and civilization in the first and second Egyptian dynasties' (Norman, 1969), pls.77-82 (some possibly later than Early Dynastic); A. Scharff, ‘Die Altertümer der Vor – und Frühzeit Ägyptens’ II (Berlin, 1929-31), nos. 170-2, 174-6, 179-80, 182 and pl.28; W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 81 and pls.99, 108.",Andrews 1981 / Catalogue of Egyptian Antiquities. Jewellery I; Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1903,,,Egypt and Sudan,EA38041,"1903,1010.33",
,bead (object name),No: Optional[EA38033],"A long cylinder bead: probably glazed green originally, although the surface has decayed to pale brown and white.; ",,2nd Dynasty; 1st Dynasty,,Found/Acquired: Temple of Osiris-Khentimentu (Abydos),glazed composition,glazed,0.50 centimetres;  3.40 centimetres; ,,"Chamber M seems to have been used as a rubbish hole: the objects in it were generally damaged. The latest pottery and flints date to the reign of Peribsen and the jewellery is not likely to be much earlier.
Bibliography: 
W. M. F. Petrie, 'Abydos' II (London, 1903), 23, 26. Similar beads are shown on pl.VIII, 153-4, 159;
E. A. Wallis Budge 'A Guide to the Fourth, Fifth and Sixth Egyptian Rooms, and the Coptic Room' (London, 1922), 290, no. 227.
For general references on Early Dynastic glazed beads, see  W. M. F. Petrie, 'Abydos' I (London, 1902), pl.LLI, W. M. F. Petrie, 'Gizeh and Rifeh' (Warminster, 1977), pl.III. upper right; W. M. F. Petrie, 'Tarkhan I and Memphis V' (London, 1913), pl.XIV; W. M. F. Petrie, 'Tarkhan' II (London, 1914), pl.XLIV; W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, pls.XXXVIII, 11, 13, 20-21, 25, 28-9, 33, 35; XLIV, 41-2; T. E. Peet, in E. Naville (ed.), 'Cemeteries of Abydos' II, 34 (S.609); G. A. Reisner, 'The early dynastic cemeteries of Naga-ed-Dêr' I, (California, 1908), 118, pis.8, no. 12; 41a, (1584 5b); 73c; A. C. Mace in G. A. Reisner (ed.), 'The early dynastic cemeteries of Naga-ed-Dêr' II, (California, 1908), pl.47b; J. E. Quibell, 'Excavations at Saqqara, 1912-1914: Archaic Mastabas’ (Cairo, 1923), pl.XI, 7; J. E. Quibell, ‘Archaic Objects’ (Cairo, 1905), nos. 14125, 14135. 14140 and pl.44; J. E. Quibell & F. W. Green, 'Hierakonpolis' II (London, 1989), pl.XXIII; G. Brunton, 'Qau and Badari' I (London, 1927), pl.XVII; G. Brunton, 'British Museum expedition to Middle Egypt, 1929-1931 Matmar' (London, 1948), pl.XXII, 35-6, 38-45, 48, 50, 52-3, 56, 63, 67; Z. Y. Saad, 'The excavations at Helwan art and civilization in the first and second Egyptian dynasties' (Norman, 1969), pls.77-82 (some possibly later than Early Dynastic); A. Scharff, ‘Die Altertümer der Vor – und Frühzeit Ägyptens’ II (Berlin, 1929-31), nos. 170-2, 174-6, 179-80, 182 and pl.28; W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 81 and pls.99, 108.",Andrews 1981 / Catalogue of Egyptian Antiquities. Jewellery I; Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1903,,,Egypt and Sudan,EA38033,"1903,1010.25",
